id,question_no,type,title,body,code_block,instruction,answer_count,explanation,shuffle_items,metadata_json
q188,#188,single_choice,トランザクションの原子性,トランザクションワークロードのどのプロパティが、各トランザクションが完全に成功するか完全に終了する単一のユニットとして扱われることを保証しますか？,,1つ選択してください,1,Atomicity はトランザクションが全て成功するか全て失敗するかを保証します。,True,{}
q189,#189,single_choice,この出力を返す Language Service API,"アプリケーションの言語サービス出力を調べています。
分析されるテキストは次のとおりです。先週のシアトル旅行中に、私たちのツアーガイドがスペースニードルに登りました。
応答には次の表に示すデータが含まれます。

テキストを分析するために使用される言語サービス API はどれですか?","|Text|Category|ConfidenceScore|
|--|--|--|
|Tour guide|PersonType|0.45|
|Space Needle|Location|0.36|
|Trip|Event|0.78|
|Seattle|Location|0.78|
|Last week|DateTime|0.80|",1つ選択してください,1,カテゴリ付きエンティティが返っているため名前付きエンティティ認識です。,True,{}
q191,#191,dropdown,Text Analytics Sentiment コンテナー起動コマンド,"テキスト分析に使用される Azure Cognitive Services サービスのコンテナー化されたバージョンをデプロイする予定です。
サービスのエンドポイント URI として https://contoso.cognitiveservices.azure.com を構成し、最新バージョンの Text Analytics Sentiment Analysis コンテナーをプルします。
Docker を使用して、Azure 仮想マシン上でコンテナーを実行する必要があります。
コマンドをどのように完了すればよいですか? 回答するには、回答領域で適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","docker run --rm -it -p 5000:5000 --memory 8g --cpus 1
<select01>
Eula=accept
Billing=<select02>
ApiKey=xxxxxxxxxx",各ドロップダウンを選択してください,2,Sentiment Analysis コンテナーは sentiment イメージを使い、Billing には Cognitive Services のエンドポイント URI を指定します。,False,{}
q192,#192,single_choice,ストリーミング ワークロードの例,ストリーミングワークロードの例はどのシナリオですか？,,1つ選択してください,1,エッジ デバイスから継続的に届くテレメトリは典型的なストリーミング データです。,True,{}
q193,#193,dropdown,Face API 類似顔検索リクエスト本文,"Face APIの呼び出しを開発しています。この呼び出しでは、既存のemployeefacesというリストから類似の顔を検索する必要があります。employeefacesリストには60,000枚の画像が含まれています。
HTTPリクエストの本文はどのように記述すればよいでしょうか？ 適切な値を正しいターゲットにドラッグしてください。各値は1回、複数回、または全く使用されない場合があります。コンテンツを表示するには、ペイン間の分割バーをドラッグするか、スクロールする必要がある場合があります。
注意: 正しい選択ごとに 1 ポイントが付与されます。","{
  ""faceId"": ""18c51a87-3a69-47a8-aedc-a54745f708a1"",
  ""<select01>"": ""employeefaces"",
  ""maxNumOfCandidatesReturned"": 1,
  ""mode"": <select02>
}",各ドロップダウンを選択してください,2,"60,000 枚の画像には LargeFaceList を使い、類似顔検索モードは matchFace です。",False,{}
q194,#194,single_yesno,QnA chitchat の professional 変更,"注: この質問は、同じシナリオを示す一連の質問の一部です。このシリーズの各質問には、指定された目標を達成できる可能性のある独自の解決策が含まれています。一部の質問セットには複数の正しい解決策が含まれる場合がありますが、他の質問セットには正しい解決策がない場合があります。
このセクションの質問に回答すると、その質問に戻ることはできません。そのため、これらの質問はレビュー画面には表示されません。
Azure Cognitive Service for Language Users で質問応答を使用するチャットボットがあり、偽の質問に回答するときにチャットボットの応答に形式性が欠けていると報告されています。チャットボットが偽の質問に対して正式な応答を提供することを確認する必要があります。
解決策: Language Studio から、chitchat ソースを qna_chitchat_professional.tsv に変更します。その後、モデルを再トレーニングして再公開します。
これは目標を達成していますか?",,はい / いいえ を選択してください,1,professional の chitchat ソースに変更して再トレーニング・再公開すれば、よりフォーマルな応答にできます。,False,{}
q195,#195,dropdown,Cosmos DB Gremlin API のコンテナー種別,"文を正しく完成させる答えを選択してください。

Azure Cosmos DB Gremlin API を使用する場合、コンテナー リソースの種類は <select01> として投影されます。",,ドロップダウンを選択してください,1,Gremlin API では、コンテナーは graph として扱われます。,False,{}
q196,#196,single_choice,Speech と Language を単一エンドポイントで使うリソース,"Speech and Language API を使用するアプリを開発しています。
アプリのリソースをプロビジョニングする必要があります。ソリューションでは、各サービスに単一のエンドポイントと資格情報を使用してアクセスできるようにする必要があります。
どのようなタイプのリソースを作成する必要がありますか?",,1つ選択してください,1,単一のエンドポイントと資格情報で複数の AI サービスにアクセスするには Azure AI Foundry サービスを使用します。,True,{}
q197,#197,dropdown,データベースで実行されるコード ブロックの名称,"文を正しく完成させる答えを選択してください。

データベースで実行されるコード ブロックは <select01> と呼ばれます。",,ドロップダウンを選択してください,1,データベース内で実行されるコード ブロックはストアドプロシージャです。,False,{}
q198,#198,dropdown,Speech Translation の出力言語と認識器設定,"Azure AI サービスを使用して、音声を英語からフランス語、ドイツ語、スペイン語に自動的に翻訳するアプリを構築しています。
出力言語を定義し、Azure AI Speech サービスを構成する必要があります。
コードをどのように完成させるべきですか? 回答するには、回答エリアで適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","static async Task TranslateSpeechAsync()
{
  var config = SpeechTranslationConfig.FromSubScription(SPEECH__SUBSCRIPTION__KEY, SPEECH__SERVICE__REGION);
  var languages = new List<string><select01>
  languages.ForEach(config.AddTargetLanguage);

  using var recognizer = new <select02>;
}",各ドロップダウンを選択してください,2,"対象言語一覧は {""fr"", ""de"", ""es""} とし、翻訳用には TranslationRecognizer を使います。",False,{}
q199,#199,dropdown,OpenAI リソース作成スクリプトの補完,"Azureサブスクリプションをお持ちの場合
ユーザーのプロンプトに応じて架空のストーリーを生成する新しいリソースを作成する必要があります。このソリューションでは、リソースが顧客管理キーを使用してデータを保護できるようにする必要があります。
スクリプトをどのように完成させるべきですか? 回答するには、回答エリアで適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","az cognitiveservices account create \
-n myresource -g myResourceGroup -l westeurope \
--kind <select01> --sku S \
--assign-identity \
<select02> '{
""keyName"":""keyname"",
""keyVersion"":""secretVersion"",
""keyVaultUri"":""https://<your-kv>.vault.azure.net/""
}'",各ドロップダウンを選択してください,2,架空のストーリー生成には OpenAI を選び、CMK には --encryption オプションを使用します。,False,{}
q200,#200,dropdown,画像を写真・図面・クリップアートに分類する設定,"何千もの画像を含むライブラリがあります。
画像に写真、図面、またはクリップアートとしてタグを付ける必要があります。
どのサービス エンドポイントと応答プロパティを使用する必要がありますか? 回答するには、回答領域で適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。

Service endpoint:<select01>
Property:<select02>",,各ドロップダウンを選択してください,2,画像の種類判定には Computer Vision の Analyze Images エンドポイントと imageType プロパティを使用します。,False,{}
q201,#201,single_choice,QnA Maker 接続に必要な情報の場所,"bot1という名前の会話型ボットを作成します。
QnAMakerアプリケーションを使用するようにボットを構成する必要があります。
Azureポータルから、bot1がQnA Makerアプリケーションに接続するために必要な情報はどこにありますか？",,1つ選択してください,1,接続に必要なキーやエンドポイントは「キーとエンドポイント」で確認します。,True,{}
q202,#202,dropdown,Content Safety カスタムカテゴリ追加 cURL の補完,"resource1 という名前の Azure AI コンテンツ セーフティ リソースを含む Azure サブスクリプションがあります。
resource1 にカスタム カテゴリを追加する必要があります。
cURL ステートメントをどのように完成させる必要がありますか? 回答するには、回答領域で適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","curl -x PUT ""<endpoint>/contentsafety/text/categories/learning-advice?api-version=2024-02-15-preview""
-H ""Ocp-Apim-Subscription-Key:"" <api_key>
-H ""Content-Type: application/json""
-d {
""categoryName:"" ""learning-advice"",
<select01> ""text prompts about learning advice while preparing for an exam."",
<select02> ""https://<your-azure-storage-url>/container/learning-advice.jsonl""
}",各ドロップダウンを選択してください,2,"カテゴリ定義には ""definition"":、サンプル ファイル URL には ""sampleBlobUrl"": を使います。",False,{}
q203,#203,dropdown,チャットボット UI のカード種別,"次の図に示すように、ユーザーに情報を提供するチャットボットを構築しています
ドロップダウン メニューを使用して、グラフィックに表示された情報に基づいて各ステートメントを完成させる回答の選択肢を選択します。
注意: 正しい選択ごとに 1 ポイントが付与されます。

チャットボットは<select01>を表示しています。
カードには<select02>が含まれています。",,各ドロップダウンを選択してください,2,提示された回答に合わせて、Adaptive Card と image を設定しています。,False,{}
q204,#204,single_choice,Azure OpenAI 応答精度を最大化する設定,"あなたは旅行代理店用のチャットボットを構築しています。チャットボットは Azure OpenAI GPT 3.5 モデルを使用し、旅行の予約に使用されます。
チャットボットからの応答の精度を最大限に高める必要があります。
あなたは何をするべきか？",,1つ選択してください,1,創造性を抑えて決定論的にするため、温度を 0 に設定します。,True,{}
q205,#205,drag_drop,Custom Vision モデルのモバイル向け準備,"小売ドメインを使用して、会社の製品を識別するための Azure Custom Vision オブジェクト検出モデルをトレーニングします。
Android スマートフォン用のモバイル アプリの一部としてモデルを展開する予定です。
デプロイメント用にモデルを準備する必要があります。
順番に実行する必要がある 3 つのアクションはどれですか。回答するには、適切なアクションをアクション リストから回答領域に移動し、正しい順序に並べます。",,正しい順に並べてください,3,モバイル展開用にコンパクトドメインへ変更し、再トレーニング後にエクスポートします。,True,"{""mode"": ""sequence"", ""required_items"": 3}"
q206,#206,single_choice,大容量ファイルを Video Indexer で分析する前の手順,"ローカル ドライブに保存されている、file1、avi という名前の 20 GB のファイルがあります。
Azure Video Indexer Web サイトを使用して、file1、avi のインデックスを作成する必要があります。
まず何をすべきでしょうか?",,1つ選択してください,1,ユーザー指定の正解に合わせて OneDrive へのアップロードを選択しています。,True,{}
q207,#207,multi_choice,Custom Vision 分類器の評価指標,"Custom Vision サービスを使用して分類子を構築します。
トレーニングが完了したら、分類器を評価する必要があります。
確認できる指標は 2 つありますか。正解ごとに完全なソリューションが提示されます。(2 つ選択してください。) 注: 正解を選択するごとに 1 ポイントが加算されます。",,2つ選択してください,2,分類器評価では精度とリコールを確認できます。,True,{}
q208,#208,dropdown,Azure OpenAI へのアクセス方法とデプロイ接続方法,"Al1 という Azure OpenAI リソースがあり、GPT 3.5 モデルの 3 つのデプロイメントをホストしています。各デプロイメントは、固有のワークロードに合わせて最適化されています。
3つのアプリをデプロイする予定です。各アプリはREST APIを使用してAl1にアクセスし、アプリの想定ワークロードに合わせて最適化されたデプロイメントを使用します。
各アプリにAl1へのアクセスと適切なデプロイメントを提供する必要があります。ソリューションでは、アプリのみがAl1にアクセスできるようにする必要があります。
Al1 へのアクセスを提供するには何を使用すればよいですか。また、各アプリは適切なデプロイメントに接続するために何を使用すればよいですか。回答するには、回答領域で適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。

<select01> を使用して Al1 へのアクセスを提供します。
<select02> を使用してデプロイメントに接続します。",,各ドロップダウンを選択してください,2,アクセスには bearer token、各アプリのデプロイ切替には deployment name を使います。,False,{}
q209,#209,single_choice,共有フォルダー移行に使う Azure Storage 種別,Windowsサーバー上の共有フォルダーにデータを保存するアプリケーションを管理します。共有フォルダーをAzureStorageに移動する必要があります。どのタイプのAzureストレージを使用する必要がありますか？,,1つ選択してください,1,共有フォルダーの移行には Azure Files を使います。,True,{}
q210,#210,dropdown,Cosmos DB で API 種類を指定するリソース,"文を正しく完成させる答えを選択してください。

Azure Cosmos DB <select01> をプロビジョニングするときに、使用する API の種類を指定する必要があります。",,ドロップダウンを選択してください,1,API の種類は Cosmos DB account 作成時に指定します。,False,{}
q211,#211,single_choice,言語識別に使う SDK パッケージ,"ソーシャル メディア メッセージング アプリを構築しています。
メッセージで使用されている言語をリアルタイムで識別する必要があります。
どの SDK パッケージをインストールする必要がありますか?",,1つ選択してください,1,ユーザー指定の正解に合わせて Azure.AI.Translation.Text を正解として保持しています。,True,{}
q212,#212,single_choice,接続制限環境で異常検出モデルをホストするツール,App1 というアプリがあり、Azure Cognitive Services モデルを使用して時系列データ ストリーム内の異常を特定しています。接続が制限されている場所で App1 を実行する必要があります。ソリューションではコストを最小限に抑える必要があります。このモデルのホスティングにはどのようなツールを使用すればよいでしょうか。,,1つ選択してください,1,接続制限環境で低コストに実行する前提として Docker エンジンを正解にしています。,True,{}
q213,#213,single_choice,業界特有の技術用語を明確にする方法,"Azure Al Language サービスを使用してドキュメントを分析するアプリを構築しています。
ドキュメント内で業界特有の技術用語を明確にする必要があります。ソリューションは開発労力を最小限に抑える必要があります。
何を使うべきでしょうか?",,1つ選択してください,1,ユーザー指定の正解に合わせてキーフレーズ抽出を正解としています。,True,{}
q214,#214,multi_yesno,Content Safety detectProtectedMaterial の cURL 理解,"Resource1 という名前の Azure Al コンテンツ セーフティ リソースを含む Azure サブスクリプションがあります。
次の cURL コマンドを作成します。

以下の各文について、正しい場合は「はい」を選択してください。そうでない場合は「いいえ」を選択してください。
注意: 正しい選択ごとにポイントが加算されます。","curl -X POST ""https://resource1.cognitiveservices.azure.com/contentsafety/text:detectProtectedMaterial?api-version=2024-09-01""
-H ""Content-Type: application/json""
-H ""Ocp-Apim-Subscription-Key: <your_subscription_key>""
-d {""text: ""<your_content>""}",各文について Yes / No を選択してください,3,1つ目と3つ目は誤り、2つ目は正しいとして設定しています。,False,{}
q215,#215,single_choice,有効な入力またはキャンセルまで繰り返すダイアログ,"Microsoft Bot Framework SDK を使用して、フライト予約ボットを構築しています。
ボットはユーザーに出発日を尋ねます。有効な日付が入力されるか、ユーザーが取引をキャンセルするまで、ボットはこの質問を繰り返します。
どのようなタイプのダイアログを使用する必要がありますか?",,1つ選択してください,1,入力検証と再試行に適した prompt を正解にしています。,True,{}
q216,#216,single_choice,OneDrive 上の大容量動画を Video Indexer で索引化する方法,Microsoft OneDrive フォルダーに、FileVavi という 20 GB の動画ファイルが含まれています。Azure Video Indexer Web サイトを使用して、File1.avi のインデックスを作成する必要があります。どうすればよいでしょうか？,,1つ選択してください,1,ユーザー指定の正解に合わせて OneDrive のダウンロード リンクを使う選択肢を正解にしています。,True,{}
q217,#217,dropdown,Video Indexer ウィジェット URL の構成,"Video Indexer サービスを使用して社内会議のビデオを表示する Web ページを開発しています。
Player ウィジェットと Cognitive Insights ウィジェットをページに埋め込みます。
次の要件を満たすようにウィジェットを構成する必要があります。
ユーザーがキーワードを検索できるようにします。
ビデオに映っている人物の名前と顔を表示します。
ビデオの字幕を英語（米国）で表示します。
各ウィジェットのURLはどのように完成させるべきでしょうか？答えは、適切な値を正しいターゲットにドラッグすることです。各値は1回、複数回、または全く使用されない場合があります。コンテンツを表示するには、ペイン間の分割バーをドラッグするか、スクロールする必要がある場合があります。
注意: 正しい選択ごとに 1 ポイントが付与されます。","Cognitive Insights Widget
https://www.videoindexer.ai/embed/insights/<accountId>/<videoId>/?widgets=<select01> controls=<select02>

Player Widget
https://www.videoindexer.ai/embed/player/<accountId>/<videoId>/?showcaptions=<select03> captions=<select04>",各ドロップダウンを選択してください,4,"Insights には people,keywords と search、Player には showcaptions=true と captions=en-US を設定します。",False,{}
q218,#218,dropdown,Azure OpenAI 結果をコンソールに出力するコード補完,"All という名前の Azure OpenA1 リソースを含む Azure サブスクリプションがあります。
ユーザーの質問に答えるコンソール アプリを開発する予定です。
All を呼び出して結果をコンソールに出力する必要があります。
コードをどのように完成させるべきですか? 回答するには、回答エリアで適切なオプションを選択してください。注: 正しい選択ごとに 1 ポイントが加算されます。","OpenAIClient client = new OpenAIClient(new Uri(endpoint), new AzureKeyCredential(key));
Response<Completions> response = client.<select01>(deploymentName, ""What is Microsoft Azure?"");
Console.WriteLine<select02>",各ドロップダウンを選択してください,2,GetCompletions を呼び出し、先頭 choice の text を出力します。,False,{}
q219,#219,dropdown,JSON ドキュメントの各フィールドが表すデータ種類,"文を正しく完成させる答えを選択してください。

JSON ドキュメント内の各エンティティのさまざまなフィールドは、<select01> の例です。",,ドロップダウンを選択してください,1,JSON ドキュメントのフィールドは半構造化データの例です。,False,{}
q220,#220,multi_yesno,Bot Framework Composer のダイアログ設計の読み取り,"Microsoft Bot Framework Composer を使用してチャットボットを構築しています。
次の図に示すようなダイアログ デザインがあります。

以下の各文について、正しい場合は「はい」を選択してください。そうでない場合は「いいえ」を選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。",,各文について Yes / No を選択してください,3,user.name はエンティティではなく、残り2つは正しいとして設定しています。,False,{}
q221,#221,single_choice,Video Indexer で人物ベース検索を有効にする方法,"あなたはあなたの会社のウェブサイト上の会社のビデオの検索インターフェースを提供するために使用されるビデオインデクサーサービスを持っています。
ビデオに誰が参加しているかに基づいてビデオを検索できる必要があります。あなたは何をするべきか？",,1つ選択してください,1,人物検索には人物モデルを作成し、動画に関連付ける必要があります。,True,{}
q223,#223,dropdown,ARM テンプレートの SKU 容量設定,"Azure Resource Manager (ARM) テンプレートを使用して Azure OpenAI リソースをデプロイする予定です。
リソースが 1 分あたり 600 件のリクエストに応答できることを確認する必要があります。
テンプレートをどのように完成させるべきですか? 回答するには、回答エリアで適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","""sku"": {
""name"": ""Standard"",
""<select01>"": <select02>
}",各ドロップダウンを選択してください,2,SKU の capacity に 600 を設定します。,False,{}
q224,#224,dropdown,PII をマスクする Language コード補完,"Azure Al Language サービスを使用してテキストを分析するアプリを構築しています。
特定のドキュメント内の電話番号と電子メールの詳細をマスクするようにアプリを構成する必要があります。
コードをどのように完成させるべきですか? 回答するには、回答エリアで適切なオプションを選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","def scan_text(client):
  documents = [""Call our office at 312-555-1234, or send an email to support@contoso.com""]
  response = client.<select01>(documents, language=""en"")
  result = [doc for doc in response if not doc.is_error]
  for doc in result:
    print(""Masked Text: {}"".format(doc.<select02>))

scan_text(client)",各ドロップダウンを選択してください,2,PII 認識には RecognizePiiEntites、マスク済み本文は RedactedText です.,False,{}
q225,#225,multi_choice,Speech サービスで Entra ID 認証を使うための対応,"Azure AI Speech サービスを使用するアプリを構築しています。
アプリが Microsoft Entra ID トークンを使用してサービスに対して認証できることを確認する必要があります。
実行すべき 2 つのアクションはどれですか? それぞれの回答がソリューションの一部となります。
注意: 正しい選択ごとに 1 ポイントが付与されます。",,2つ選択してください,2,ユーザー指定の正解に合わせて B と D を設定しています。,True,{}
q226,#226,single_yesno,Search の public endpoint + NSG 構成で要件達成か,"注: この問題は、同じシナリオを提示する一連の問題の一部です。一連の問題にはそれぞれ、定められた目標を満たす可能性のある独自の解答が含まれています。問題セットによっては、複数の正解が存在する場合もあれば、正解がない場合もあります。
このセクションの質問に回答した後は、その質問に戻ることはできません。そのため、これらの質問はレビュー画面には表示されません。
vm1 という Azure 仮想マシン上で実行される app1 という Web アプリを作成します。vm1 は、vnet1 という Azure 仮想ネットワーク上にあります。
service1 という名前の新しい Azure Cognitive Search サービスを作成する予定です。
パブリック インターネット経由でトラフィックをルーティングせずに、app1 が service1 に直接接続できることを確認する必要があります。
解決策: service1 とパブリック エンドポイントをデプロイし、vnet1 のネットワーク セキュリティ グループ (NSG) を構成します。
これは目標を満たしていますか?",,はい / いいえ を選択してください,1,NSG のみでは private routing は実現できないため要件を満たしません。,False,{}
q227,#227,drag_drop,Custom Vision モデルのモバイル向け準備手順,"小売ドメインを使用して、会社の製品を識別する Custom Vision モデルをトレーニングします。
Android スマートフォン用のアプリの一部としてモデルを展開する予定です。
デプロイメント用にモデルを準備する必要があります。
順番に実行する必要がある 3 つのアクションはどれですか。回答するには、適切なアクションをアクション リストから回答領域に移動し、正しい順序に並べます。",,正しい順に並べてください,3,モバイル向けにドメインを変更し、再トレーニング後にエクスポートします。,True,"{""mode"": ""sequence"", ""required_items"": 3}"
q228,#228,single_choice,メンテナンス最小のリレーショナル DB サービス,あなたの会社は、Azureにリレーショナルデータベースを実装する必要があります。ソリューションは、継続的なメンテナンスを最小限に抑える必要があります。どのAzureサービスを使用する必要がありますか？,,1つ選択してください,1,PaaS で管理を最小化するなら Azure SQL Database です。,True,{}
q229,#229,dropdown,DML で条件を指定する句,"文を正しく完成させる答えを選択してください。

<select01> 句は、データ操作言語 (DML) ステートメントで使用して、行が一致する必要がある条件を指定できます。",,ドロップダウンを選択してください,1,条件指定には WHERE 句を使います。,False,{}
q230,#230,single_choice,PDF ナレッジベースに基づく応答を最小工数で実現する構成,"複数の PDF ドキュメントを含む製品ナレッジベースがあります。
ナレッジベースのデータに基づいて応答を提供するチャットボットを構築する必要があります。ソリューションは、開発の労力とコストを最小限に抑える必要があります。
ソリューションには何を含めるべきですか?",,1つ選択してください,1,PDF ベースの FAQ/KB には Azure AI Language のカスタム質問応答が適しています。,True,{}
q231,#231,single_choice,Video Indexer でアップロード・分析できるファイル,"次の表に示すファイルが含まれるコンピューターがあります。
Azure AI Video Indexer を使用してアップロードおよび分析できるファイルはどれですか?","|Name|Format|Length(mins)|Size(MB)|
|--|--|--|--|
|File1|MP4|34|1500|
|File2|AVI|500|1700|
|File3|MP3|300|980|
|File4|MP4|350|2800|",1つ選択してください,1,提示された回答に合わせて File1 と File3 のみを正解にしています。,True,{}
q232,#232,single_yesno,Custom intent の Q&A 変更で形式的な回答にできるか,"注: この問題は、同じシナリオを提示する一連の問題の一部です。一連の問題にはそれぞれ、定められた目標を満たす可能性のある独自の解答が含まれています。問題セットによっては、複数の正解が存在する場合もあれば、正解がない場合もあります。
このセクションの質問に回答した後は、その質問に戻ることはできません。そのため、これらの質問はレビュー画面には表示されません。
Azure Cognitive Service for Language で質問応答を使用するチャットボットがあります。
ユーザーからは、ナレッジベースの範囲外のランダムな質問に答える場合、チャットボットの応答が形式に欠けているとの報告があります。
チャットボットがこれらの誤った質問に対して正式な回答を提供するようにする必要があります。
解決策: Language Studio から、カスタム インテントの質問と回答のペアを変更し、モデルを再トレーニングして再公開します。
これは目標を満たしていますか?",,はい / いいえ を選択してください,1,質問応答の形式改善にカスタム インテントの Q&A 変更は適切ではないため、要件は満たしません。,False,{}
q233,#233,dropdown,Bot Framework Composer の図から読み取れる挙動,"次の図に示すように、Microsoft Bot Framework Composer を使用して構築されたボットがあります。
ドロップダウン メニュー 10 を使用して、グラフィックに表示された情報に基づいて各ステートメントを完成させる回答の選択肢を選択します。
注意: 正しい選択ごとに 1 ポイントが付与されます。

ユーザーが「ニューヨークの天気はどうですか？」と尋ねると、ボットは<select01>を実行します。
GetWeatherダイアログは<select02>トリガーを使用します。",,各ドロップダウンを選択してください,2,ボットはニューヨークを市として識別し、GetWeather ダイアログは言語理解インテント認識トリガーを使います。,False,{}
q234,#234,single_yesno,場所に関する新しいインテント作成でフレーズ リスト実装目標を満たすか,"注: この問題は、同じシナリオを提示する一連の問題の一部です。一連の問題にはそれぞれ、定められた目標を満たす可能性のある独自の解答が含まれています。問題セットによっては、複数の正解が存在する場合もあれば、正解がない場合もあります。
このセクションの質問に回答した後は、その質問に戻ることはできません。そのため、これらの質問はレビュー画面には表示されません。
Language Understanding サービスを使用して言語モデルを構築します。この言語モデルは、FindContact というインテントを使用して連絡先リストの情報を検索するために使用されます。
会話の専門家が、トレーニングに使用できる次のフレーズのリストを提供します。
ロンドンの連絡先を探す。シアトルの知り合いは誰？
ウクライナの連絡先を検索します。
Language Understanding でフレーズ リストを実装する必要があります。
解決策: 場所に関する新しいインテントを作成します。
これは目標を満たしていますか?",,はい / いいえ を選択してください,1,場所に関する新しいインテントではなく、既存インテント内のフレーズ リストやエンティティで対応するため、目標を満たしません。,False,{}
q235,#235,single_choice,カスタム質問応答をマルチターン対応にする方法,Azure Cognitive Service for Language でカスタムの質問応答プロジェクトを開発します。このプロジェクトはチャットボットで使用されます。マルチターンの会話に対応できるようにプロジェクトを構成する必要があります。どうすればよいでしょうか？,,1つ選択してください,1,マルチターン対応にはフォローアッププロンプトを追加します。,True,{}
q236,#236,multi_choice,Bot チャネル登録に必要な値,"Microsoft Bot Framework SDK と Azure Bot Service を使用してボットを構築します。
ボットを Azure にデプロイする予定です。
ボット チャネル登録サービスを使用してボットを登録します。
デプロイメントを完了するために必要な 2 つの値はどれですか。それぞれの正解はソリューションの一部を示します。
注意: 正しい選択ごとに 1 ポイントが付与されます。",,2つ選択してください,2,Bot registration ではアプリ ID とアプリ シークレットが必要です。,True,{}
q237,#237,single_choice,スキャン文書を最速で検索可能にする方法,"既存の Azure Cognitive Search サービスがあります。
画像や PDF として保存された数百万のスキャンされたドキュメントを含む Azure Blob ストレージ アカウントがあります。
スキャンした文書をできるだけ早く検索できるようにする必要があります。どうすればよいでしょうか？",,1つ選択してください,1,データを複数の仮想フォルダに分割し、フォルダごとにインデクサーを作成して、検索ユニットを増やしつつ同時に実行する方法が最速です。,True,{}
q238,#238,dropdown,Content Safety text analyze コマンドの補完,"CS1 という名前の Azure AI コンテンツ セーフティ リソースを含む Azure サブスクリプションがあります。
ユーザーリクエストに憎悪表現が含まれているかどうかを確認するには、CS1 に電話する必要があります。
コマンドをどのように完了すればよいですか？回答するには、回答エリアで適切なオプションを選択してください。注：正しい選択ごとに1ポイントが加算されます。","curl --location --request POST 'https://cs1.cognitiveservices.azure.com/<select01><select02>?api-version=2023-10-01'
--header 'Ocp-Apim-Subscription-Key: <your_subscription_key>'
--header 'Content-Type: application/json'
--data-raw '{
  ""text"": ""What is the weather forecast for Seattle"",
  ""categories"": [""Hate""]
    ""blocklistNames"":[
       ""string""
    ]
}
' ",各ドロップダウンを選択してください,2,テキスト分析には contentsafety/ と text:analyze を使います。,False,{}
q239,#239,drag_drop,侵害された Search クエリキーを最小ダウンタイムで差し替える手順,"Azure AI 検索を使用する Web アプリがあります。
アクティビティを確認すると、予想よりも検索クエリのボリュームが多いことが分かりました。クエリキーが侵害されている疑いがあります。
検索エンドポイントへの不正アクセスを防ぎ、ユーザーがドキュメントコレクションに対して読み取り専用アクセスのみを行えるようにする必要があります。このソリューションでは、アプリのダウンタイムを最小限に抑える必要があります。
どの 3 つのアクションを順番に実行する必要がありますか? 回答するには、アクションのリストから適切なアクションを回答エリアに入力し、正しい順序で並べます。",,正しい順に並べてください,3,新しいクエリキーを追加し、アプリを切り替えてから侵害されたキーを削除します。,True,"{""mode"": ""sequence"", ""required_items"": 3}"
q240,#240,multi_yesno,ExtractKeyPhrases の出力内容の判定,"テキスト処理ソリューションを開発しています。
次の方法を開発します。

次のコードを使用してメソッドを呼び出します。

GetKeyPhrases(textAnalyticsClient、「猫はマットの上に座りました」);
以下の各文について、正しい場合は「はい」を選択してください。そうでない場合は「いいえ」を選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。","static void GetKeyPhrases(TextAnalyticsClient textAnalyticsClient, string text)
{
  var response = textAnalyticsClient.ExtractKeyPhrases(text);
  Console.WriteLine(""Key phrases:"");

  foreach (string keyphrase in response.Value)
  {
    Console.WriteLine($""{keyphrase}"")
  }
}",各文について Yes / No を選択してください,3,キーフレーズは出力されますが、単語の羅列や信頼度は出力されません。,False,{}
q241,#241,single_choice,Azure IoT Hub データに対する異常検出と原因分析,"機械から一連のデータを受信するAzure IoTハブがあります。
以下のアクションを実行するアプリを構築する必要があります。
* 複数の相関センサーにわたって異常検出を実行する
* プロセス停止の根本原因を特定します。
* インシデントアラートを送信する
ソリューションは開発時間を最小限に抑える必要があります。どのAzureサービスを使用すべきでしょうか？",,1つ選択してください,1,複数メトリックの異常検出、相関分析、根本原因特定、アラートには Azure Metrics Advisor が適しています。,True,{}
q242,#242,multi_yesno,PaaS データベースの特徴,"以下の各文について、正しい場合は「はい」を選択してください。そうでない場合は「いいえ」を選択してください。
注意: 正しい選択ごとに 1 ポイントが付与されます。",,各文について Yes / No を選択してください,3,PaaS はセットアップが簡単ですが、OS 管理はユーザーが行わず、すべての PaaS DB が一時停止できるわけではありません。,False,{}
